RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   10   13     0     0  con    0  1.0D+00  6.5D-02  1.538D-02  4.953D-01
   11   14     0     0  con    0  1.0D+00  4.2D-02  8.026D-03  4.953D-01
   12   15     0     0  con    0  1.0D+00  6.9D-03  1.989D-03  4.952D-01
   13   16     0     0  con    0  1.0D+00  2.1D-03  1.793D-03  4.952D-01
   14   17     0     0  con    0  1.0D+00  4.5D-03  2.863D-03  4.952D-01
   15   18     0     0  con    0  1.0D+00  2.6D-03  4.898D-03  4.952D-01
   16   19     0     0  con    0  1.0D+00  4.9D-03  6.605D-03  4.952D-01
   17   20     0     0  con    0  1.0D+00  4.2D-02  1.351D-02  4.952D-01
   18   21     0     0  con    0  1.0D+00  9.5D-02  2.177D-02  4.951D-01
   19   22     0     0  con    0  1.0D+00  2.8D-01  3.536D-02  4.949D-01
   20   23     0     0  con    0  1.0D+00  6.5D-01  5.130D-02  4.945D-01
   21   24     0     0  con    0  1.0D+00  4.3D-01  5.210D-02  4.942D-01
   22   26     0     0  con    1  4.0D-01  2.7D-01  3.206D-02  4.940D-01
   23   27     0     0  con    0  1.0D+00  1.6D-01  6.335D-02  4.938D-01
   24   28     0     0  con    0  1.0D+00  2.4D-01  6.478D-02  4.937D-01
   25   29     0     0  con    0  1.0D+00  1.2D-01  2.913D-03  4.936D-01
   26   30     0     0  con    0  1.0D+00  2.1D-02  4.823D-03  4.936D-01
   27   31     0     0  con    0  1.0D+00  2.5D-02  8.276D-03  4.936D-01
   28   32     0     0  con    0  1.0D+00  7.6D-02  1.439D-02  4.936D-01
   29   33     0     0  con    0  1.0D+00  7.8D-02  9.773D-03  4.936D-01
   30   34     0     0  con    0  1.0D+00  6.9D-02  1.465D-03  4.936D-01
   31   35     0     0  con    0  1.0D+00  2.1D-02  5.982D-04  4.936D-01
   32   36     0     0  con    0  1.0D+00  5.9D-03  2.131D-04  4.936D-01
   33   37     0     0  con    0  1.0D+00  2.0D-04  5.089D-05  4.936D-01
   34   38     0     0  con    0  1.0D+00  2.8D-04  5.095D-05  4.936D-01
   35   39     0     0  con    0  1.0D+00  1.1D-03  5.337D-05  4.936D-01
   36   41     0     0  con    1  2.3D-01  1.8D-04  1.634D-04  4.936D-01
   37   42     0     0  con    0  1.0D+00  6.4D-04  9.846D-05  4.936D-01
   38   43     0     0  con    0  1.0D+00  3.0D-03  5.611D-05  4.936D-01
   39   45     0     0  con    1  1.7D-01  2.4D-04  5.144D-04  4.936D-01
   40   46     0     0  con    0  1.0D+00  1.6D-03  5.882D-04  4.936D-01
   41   47     0     0  con    0  1.0D+00  3.9D-03  8.004D-04  4.936D-01
   42   48     0     0  con    0  1.0D+00  7.9D-03  1.162D-03  4.936D-01
   43   49     0     0  con    0  1.0D+00  1.4D-02  1.682D-03  4.936D-01
   44   50     0     0  con    0  1.0D+00  3.3D-02  2.540D-03  4.936D-01
   45   51     0     0  con    0  1.0D+00  7.4D-02  3.892D-03  4.936D-01
   46   52     0     0  con    0  1.0D+00  1.9D-01  5.835D-03  4.936D-01
   47   53     0     0  con    0  1.0D+00  3.8D-01  8.204D-03  4.936D-01
   48   54     0     0  con    0  1.0D+00  8.1D-01  8.076D-03  4.935D-01
   49   56     0     0  con    1  7.5D-02  3.0D-01  1.833D-02  4.935D-01
   50   57     0     0  con    0  1.0D+00  7.6D-01  1.171D-02  4.935D-01
   51   58     0     0  con    0  1.0D+00  1.3D+00  3.592D-03  4.935D-01
   52   60     0     0  con    1  5.2D-01  1.0D-01  1.285D-02  4.935D-01
   53   61     0     0  con    0  1.0D+00  9.6D-02  9.955D-03  4.935D-01
   54   62     0     0  con    0  1.0D+00  7.8D-02  5.435D-03  4.935D-01
   55   63     0     0  con    0  1.0D+00  1.6D-01  4.288D-03  4.935D-01
   56   64     0     0  con    0  1.0D+00  2.5D-01  1.626D-03  4.935D-01
   57   65     0     0  con    0  1.0D+00  1.2D-01  5.576D-04  4.935D-01
   58   66     0     0  con    0  1.0D+00  1.5D-02  1.664D-04  4.935D-01
   59   67     0     0  con    0  1.0D+00  9.8D-03  1.427D-04  4.935D-01
   60   69     0     0  con    1  4.6D-01  3.2D-03  4.513D-05  4.935D-01
   61   70     0     0  con    0  1.0D+00  2.0D-03  3.074D-05  4.935D-01
   62   71     0     0  con    0  1.0D+00  1.3D-04  3.072D-05  4.935D-01
   63   72     0     0  con    0  1.0D+00  2.4D-03  6.786D-05  4.935D-01
   64   73     0     0  con    0  1.0D+00  2.4D-03  1.162D-04  4.935D-01
   65   74     0     0  con    0  1.0D+00  2.7D-02  3.737D-04  4.935D-01
   66   76     0     0  con    1  5.1D-01  4.6D-03  3.794D-04  4.935D-01
   67   77     0     0  con    0  1.0D+00  6.3D-03  4.048D-04  4.935D-01
   68   78     0     0  con    0  1.0D+00  4.6D-02  6.144D-04  4.935D-01
   69   79     0     0  con    0  1.0D+00  4.5D-02  1.216D-03  4.935D-01
   70   80     0     0  con    0  1.0D+00  5.8D-02  2.442D-03  4.935D-01
   71   81     0     0  con    0  1.0D+00  1.2D-01  4.154D-03  4.934D-01
   72   82     0     0  con    0  1.0D+00  2.8D-01  6.158D-03  4.934D-01
   73   83     0     0  con    0  1.0D+00  5.9D-01  6.908D-03  4.934D-01
   74   84     0     0  con    0  1.0D+00  2.3D-01  4.840D-03  4.934D-01
   75   85     0     0  con    0  1.0D+00  6.5D-02  2.110D-03  4.934D-01
   76   86     0     0  con    0  1.0D+00  1.8D-02  6.256D-04  4.934D-01
   77   87     0     0  con    0  1.0D+00  6.9D-02  3.161D-04  4.934D-01
   78   88     0     0  con    0  1.0D+00  8.5D-02  2.311D-04  4.934D-01
   79   90     0     0  con    1  8.4D-02  3.4D-03  1.056D-03  4.934D-01
   80   91     0     0  con    0  1.0D+00  2.0D-02  5.445D-04  4.934D-01
   81   92     0     0  con    0  1.0D+00  1.6D-02  1.304D-04  4.934D-01
   82   93     0     0  con    0  1.0D+00  2.5D-02  8.045D-05  4.934D-01
   83   94     0     0  con    0  1.0D+00  2.6D-02  1.539D-04  4.934D-01
   84   95     0     0  con    0  1.0D+00  1.2D-02  4.237D-05  4.934D-01
   85   96     0     0  con    0  1.0D+00  3.7D-03  1.865D-05  4.934D-01
   86   97     0     0  con    0  1.0D+00  1.2D-03  5.673D-06  4.934D-01
   87  102     0     0  con    4  3.0D-01  9.7D-04  3.275D-06  4.934D-01
   88  104     0     0  con    1  9.0D-02  1.9D-04  1.429D-05  4.934D-01
   89  105     0     0  con    0  1.0D+00  3.3D-04  9.820D-06  4.934D-01
   90  106     0     0  con    0  1.0D+00  4.4D-04  2.054D-06  4.934D-01
   91  107     0     0  con    0  1.0D+00  2.1D-04  6.639D-06  4.934D-01
   92  109     0     0  con    1  2.4D-01  3.1D-04  2.725D-05  4.934D-01
   93  113     0     0  con    3  3.7D-03  3.3D-05  2.888D-05  4.934D-01
   94  115     0     0  con    1  4.2D-02  1.1D-04  1.983D-05  4.934D-01
   95  116     0     0  con    0  1.0D+00  3.6D-04  1.642D-05  4.934D-01
   96  118     0     0  con    1  4.7D-01  2.1D-04  9.470D-06  4.934D-01
   97  119     0     0  con    0  1.0D+00  3.2D-05  2.132D-06  4.934D-01
   98  120     0     0  con    0  1.0D+00  2.2D-05  1.571D-06  4.934D-01
   99  122     0     0  con    1  2.3D-01  6.5D-05  2.787D-06  4.934D-01
  100  127     0     0  con    4  9.3D-02  2.8D-05  2.576D-06  4.934D-01

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.246D-02  4.961D-01
    1    3     1     0  ---    1  3.8D-01  6.1D-03  2.747D-02  4.961D-01
    2    4     0     0  con    0  1.0D+00  1.7D-03  6.207D-03  4.960D-01
    3    5     0     0  con    0  1.0D+00  6.7D-04  5.157D-03  4.960D-01
    4    6     0     0  con    0  1.0D+00  1.8D-03  2.972D-03  4.960D-01
    5    7     0     0  con    0  1.0D+00  8.7D-04  2.291D-03  4.960D-01
    6    8     0     0  con    0  1.0D+00  2.1D-03  3.753D-03  4.960D-01
    7    9     0     0  con    0  1.0D+00  3.9D-03  8.033D-03  4.960D-01
    8   10     0     0  con    0  1.0D+00  1.1D-02  1.481D-02  4.960D-01
    9   11     0     0  con    0  1.0D+00  2.4D-02  2.091D-02  4.960D-01
   10   12     0     0  con    0  1.0D+00  4.0D-02  2.080D-02  4.959D-01
   11   14     0     0  con    1  1.6D-01  1.4D-02  1.775D-02  4.959D-01
   12   15     0     0  con    0  1.0D+00  5.5D-02  1.018D-02  4.959D-01
   13   16     0     0  con    0  1.0D+00  1.2D-02  5.386D-03  4.958D-01
   14   17     0     0  con    0  1.0D+00  3.2D-03  1.684D-03  4.958D-01
   15   18     0     0  con    0  1.0D+00  3.4D-03  1.667D-03  4.958D-01
   16   19     0     0  con    0  1.0D+00  3.4D-03  3.243D-03  4.958D-01
   17   20     0     0  con    0  1.0D+00  5.7D-03  7.071D-03  4.958D-01
   18   21     0     0  con    0  1.0D+00  9.5D-03  1.281D-02  4.958D-01
   19   22     0     0  con    0  1.0D+00  2.5D-02  2.175D-02  4.958D-01
   20   23     0     0  con    0  1.0D+00  6.5D-02  3.443D-02  4.958D-01
   21   24     0     0  con    0  1.0D+00  1.5D-01  5.142D-02  4.956D-01
   22   25     0     0  con    0  1.0D+00  3.3D-01  7.312D-02  4.954D-01
   23   27     0     0  con    1  4.9D-01  6.9D-01  4.536D-02  4.948D-01
   24   29     0     0  con    1  1.6D-01  2.6D-01  3.787D-02  4.947D-01
   25   30     0     0  con    0  1.0D+00  1.6D-01  2.606D-02  4.946D-01
   26   31     0     0  con    0  1.0D+00  6.4D-02  2.880D-02  4.944D-01
   27   32     0     0  con    0  1.0D+00  2.9D-02  1.357D-02  4.943D-01
   28   33     0     0  con    0  1.0D+00  7.2D-02  7.511D-03  4.942D-01
   29   34     0     0  con    0  1.0D+00  1.3D-01  7.938D-03  4.942D-01
   30   36     0     0  con    1  1.8D-02  1.4D-02  1.830D-02  4.942D-01
   31   37     0     0  con    0  1.0D+00  1.6D-01  6.364D-03  4.941D-01
   32   38     0     0  con    0  1.0D+00  7.4D-02  5.887D-03  4.941D-01
   33   39     0     0  con    0  1.0D+00  3.2D-02  1.175D-03  4.941D-01
   34   40     0     0  con    0  1.0D+00  3.9D-03  4.069D-04  4.941D-01
   35   41     0     0  con    0  1.0D+00  3.4D-03  1.872D-04  4.941D-01
   36   42     0     0  con    0  1.0D+00  2.7D-03  5.007D-05  4.941D-01
   37   43     0     0  con    0  1.0D+00  7.6D-04  5.006D-05  4.941D-01
   38   45     0     0  con    1  5.0D+00  6.7D-04  8.921D-05  4.941D-01
   39   46     0     0  con    0  1.0D+00  3.0D-03  3.908D-04  4.941D-01
   40   47     0     0  con    0  1.0D+00  7.6D-03  9.202D-04  4.941D-01
   41   48     0     0  con    0  1.0D+00  1.5D-02  1.684D-03  4.941D-01
   42   49     0     0  con    0  1.0D+00  4.2D-02  3.074D-03  4.941D-01
   43   50     0     0  con    0  1.0D+00  1.0D-01  5.119D-03  4.941D-01
   44   51     0     0  con    0  1.0D+00  2.5D-01  8.006D-03  4.941D-01
   45   52     0     0  con    0  1.0D+00  6.1D-01  1.249D-02  4.941D-01
   46   53     0     0  con    0  1.0D+00  1.3D+00  2.619D-02  4.940D-01
   47   54     0     0  con    0  1.0D+00  2.2D+00  3.359D-02  4.940D-01
   48   55     0     0  con    0  1.0D+00  6.6D-01  1.128D-02  4.940D-01
   49   56     0     0  con    0  1.0D+00  1.6D-01  6.882D-03  4.940D-01
   50   57     0     0  con    0  1.0D+00  2.8D-02  8.025D-04  4.940D-01
   51   58     0     0  con    0  1.0D+00  7.5D-03  6.484D-04  4.940D-01
   52   59     0     0  con    0  1.0D+00  1.2D-02  1.020D-03  4.940D-01
   53   60     0     0  con    0  1.0D+00  3.8D-03  1.127D-03  4.940D-01
   54   61     0     0  con    0  1.0D+00  3.4D-02  9.430D-04  4.940D-01
   55   62     0     0  con    0  1.0D+00  3.7D-02  5.951D-04  4.940D-01
   56   63     0     0  con    0  1.0D+00  3.0D-03  5.510D-04  4.940D-01
   57   64     0     0  con    0  1.0D+00  6.5D-03  6.215D-04  4.940D-01
   58   65     0     0  con    0  1.0D+00  1.3D-02  1.512D-04  4.940D-01
   59   66     0     0  con    0  1.0D+00  2.6D-02  1.273D-04  4.940D-01
   60   67     0     0  con    0  1.0D+00  3.0D-03  1.896D-04  4.940D-01
   61   68     0     0  con    0  1.0D+00  5.7D-04  2.946D-05  4.940D-01
   62   69     0     0  con    0  1.0D+00  5.3D-04  1.687D-05  4.940D-01
   63   70     0     0  con    0  1.0D+00  9.2D-05  1.851D-05  4.940D-01
   64   72     0     0  con    1  2.0D-01  4.1D-05  2.326D-06  4.940D-01
   65   74     0     0  con    1  3.6D-01  3.8D-05  4.979D-06  4.940D-01
   66   75     0     0  con    0  1.0D+00  1.1D-05  2.826D-06  4.940D-01
   67   89     0     0  con   13  1.0D-20  2.2D-23  2.864D-06  4.940D-01

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Warning:  more than 10 function and gradient
   evaluations in the last line search.  Termination
   may possibly be caused by a bad search direction.

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.765D-02  4.963D-01
    1    4     1     0  ---    2  1.2D-01  2.4D-03  2.039D-02  4.962D-01
    2    5     0     0  con    0  1.0D+00  1.8D-03  1.495D-02  4.962D-01
    3    6     0     0  con    0  1.0D+00  5.6D-03  2.872D-03  4.962D-01
    4    7     0     0  con    0  1.0D+00  7.5D-04  2.522D-03  4.962D-01
    5    8     0     0  con    0  1.0D+00  2.0D-03  3.062D-03  4.962D-01
    6    9     0     0  con    0  1.0D+00  5.2D-03  7.339D-03  4.962D-01
    7   10     0     0  con    0  1.0D+00  1.4D-02  1.320D-02  4.961D-01
    8   11     0     0  con    0  1.0D+00  2.9D-02  1.767D-02  4.961D-01
    9   12     0     0  con    0  1.0D+00  4.4D-02  1.524D-02  4.961D-01
   10   13     0     0  con    0  1.0D+00  4.0D-02  7.523D-03  4.960D-01
   11   14     0     0  con    0  1.0D+00  1.4D-02  1.512D-03  4.960D-01
   12   15     0     0  con    0  1.0D+00  2.6D-03  2.269D-03  4.960D-01
   13   16     0     0  con    0  1.0D+00  4.4D-03  3.211D-03  4.960D-01
   14   17     0     0  con    0  1.0D+00  6.5D-03  8.495D-03  4.960D-01
   15   18     0     0  con    0  1.0D+00  4.2D-03  4.225D-03  4.960D-01
   16   19     0     0  con    0  1.0D+00  1.4D-02  2.417D-03  4.960D-01
   17   20     0     0  con    0  1.0D+00  1.8D-02  5.062D-03  4.960D-01
   18   21     0     0  con    0  1.0D+00  3.3D-02  9.528D-03  4.960D-01
   19   22     0     0  con    0  1.0D+00  8.8D-02  1.750D-02  4.959D-01
   20   23     0     0  con    0  1.0D+00  2.3D-01  3.046D-02  4.958D-01
   21   24     0     0  con    0  1.0D+00  5.4D-01  4.888D-02  4.955D-01
   22   26     0     0  con    1  3.5D-01  3.6D-01  5.018D-02  4.954D-01
   23   27     0     0  con    0  1.0D+00  5.8D-01  4.959D-02  4.952D-01
   24   28     0     0  con    0  1.0D+00  1.5D-01  1.779D-02  4.948D-01
   25   29     0     0  con    0  1.0D+00  1.0D-01  1.092D-02  4.946D-01
   26   30     0     0  con    0  1.0D+00  6.6D-02  2.078D-02  4.946D-01
   27   31     0     0  con    0  1.0D+00  1.8D-01  2.315D-02  4.945D-01
   28   33     0     0  con    1  4.5D-01  1.2D-01  3.185D-02  4.944D-01
   29   35     0     0  con    1  4.5D-01  7.5D-02  1.736D-02  4.943D-01
   30   36     0     0  con    0  1.0D+00  7.9D-02  5.998D-03  4.943D-01
   31   37     0     0  con    0  1.0D+00  8.9D-02  1.492D-03  4.943D-01
   32   38     0     0  con    0  1.0D+00  2.4D-02  1.445D-03  4.943D-01
   33   39     0     0  con    0  1.0D+00  2.5D-02  4.044D-04  4.943D-01
   34   40     0     0  con    0  1.0D+00  1.1D-02  2.625D-04  4.943D-01
   35   41     0     0  con    0  1.0D+00  5.8D-04  3.604D-05  4.943D-01
   36   42     0     0  con    0  1.0D+00  2.7D-05  2.001D-05  4.943D-01
   37   43     0     0  con    0  1.0D+00  2.8D-04  5.094D-05  4.943D-01
   38   44     0     0  con    0  1.0D+00  9.5D-05  2.994D-05  4.943D-01
   39   45     0     0  con    0  1.0D+00  8.0D-04  1.248D-04  4.943D-01
   40   46     0     0  con    0  1.0D+00  1.1D-04  7.785D-05  4.943D-01
   41   47     0     0  con    0  1.0D+00  9.9D-04  1.462D-04  4.943D-01
   42   48     0     0  con    0  1.0D+00  6.8D-04  2.794D-04  4.943D-01
   43   49     0     0  con    0  1.0D+00  1.6D-03  4.356D-04  4.943D-01
   44   50     0     0  con    0  1.0D+00  4.4D-03  1.226D-03  4.943D-01
   45   52     0     0  con    1  5.0D+00  1.8D-02  7.575D-04  4.943D-01
   46   53     0     0  con    0  1.0D+00  5.1D-02  8.163D-04  4.943D-01
   47   54     0     0  con    0  1.0D+00  1.2D-01  2.135D-03  4.943D-01
   48   55     0     0  con    0  1.0D+00  2.2D-01  5.315D-03  4.943D-01
   49   56     0     0  con    0  1.0D+00  4.7D-01  6.085D-03  4.943D-01
   50   58     0     0  con    1  7.1D-02  8.2D-02  1.032D-02  4.943D-01
   51   59     0     0  con    0  1.0D+00  3.8D-01  6.628D-03  4.943D-01
   52   60     0     0  con    0  1.0D+00  2.0D-01  9.877D-04  4.943D-01
   53   61     0     0  con    0  1.0D+00  3.5D-02  1.051D-04  4.943D-01
   54   62     0     0  con    0  1.0D+00  3.8D-02  1.225D-04  4.943D-01
   55   63     0     0  con    0  1.0D+00  4.3D-03  4.979D-05  4.943D-01
   56   64     0     0  con    0  1.0D+00  1.6D-03  3.597D-05  4.943D-01
   57   65     0     0  con    0  1.0D+00  1.7D-03  2.281D-04  4.943D-01
   58   66     0     0  con    0  1.0D+00  6.2D-04  4.222D-05  4.943D-01
   59   67     0     0  con    0  1.0D+00  7.3D-04  1.250D-05  4.943D-01
   60   70     0     0  con    2  8.5D-01  1.1D-03  1.359D-05  4.943D-01
   61   72     0     0  con    1  3.8D-01  5.8D-04  7.705D-06  4.943D-01
   62   74     0     0  con    1  4.7D-01  4.7D-05  5.057D-06  4.943D-01
   63   76     0     0  con    1  1.3D-01  9.6D-05  1.125D-05  4.943D-01
   64   78     0     0  con    1  9.3D-02  6.6D-05  1.226D-05  4.943D-01
   65   80     0     0  con    1  1.2D-01  1.8D-04  1.402D-05  4.943D-01
   66   81     0     0  con    0  1.0D+00  1.4D-05  8.038D-06  4.943D-01
   67   98     0     0  con   16  1.2D-11  6.0D-15  8.016D-06  4.943D-01

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Warning:  more than 10 function and gradient
   evaluations in the last line search.  Termination
   may possibly be caused by a bad search direction.

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.765D-02  4.963D-01
    1    4     1     0  ---    2  1.2D-01  2.4D-03  2.039D-02  4.962D-01
    2    5     0     0  con    0  1.0D+00  1.8D-03  1.495D-02  4.962D-01
    3    6     0     0  con    0  1.0D+00  5.6D-03  2.872D-03  4.962D-01
    4    7     0     0  con    0  1.0D+00  7.5D-04  2.522D-03  4.962D-01
    5    8     0     0  con    0  1.0D+00  2.0D-03  3.062D-03  4.962D-01
    6    9     0     0  con    0  1.0D+00  5.2D-03  7.339D-03  4.962D-01
    7   10     0     0  con    0  1.0D+00  1.4D-02  1.320D-02  4.961D-01
    8   11     0     0  con    0  1.0D+00  2.9D-02  1.767D-02  4.961D-01
    9   12     0     0  con    0  1.0D+00  4.4D-02  1.524D-02  4.961D-01
   10   13     0     0  con    0  1.0D+00  4.0D-02  7.523D-03  4.960D-01
   11   14     0     0  con    0  1.0D+00  1.4D-02  1.512D-03  4.960D-01
   12   15     0     0  con    0  1.0D+00  2.6D-03  2.269D-03  4.960D-01
   13   16     0     0  con    0  1.0D+00  4.4D-03  3.211D-03  4.960D-01
   14   17     0     0  con    0  1.0D+00  6.5D-03  8.490D-03  4.960D-01
   15   18     0     0  con    0  1.0D+00  4.2D-03  4.220D-03  4.960D-01
   16   19     0     0  con    0  1.0D+00  1.4D-02  2.417D-03  4.960D-01
   17   20     0     0  con    0  1.0D+00  1.8D-02  5.062D-03  4.960D-01
   18   21     0     0  con    0  1.0D+00  3.3D-02  9.525D-03  4.960D-01
   19   22     0     0  con    0  1.0D+00  8.8D-02  1.750D-02  4.959D-01
   20   23     0     0  con    0  1.0D+00  2.3D-01  3.045D-02  4.958D-01
   21   24     0     0  con    0  1.0D+00  5.4D-01  4.888D-02  4.955D-01
   22   26     0     0  con    1  3.5D-01  3.6D-01  5.019D-02  4.954D-01
   23   27     0     0  con    0  1.0D+00  5.8D-01  4.959D-02  4.952D-01
   24   28     0     0  con    0  1.0D+00  1.5D-01  1.778D-02  4.948D-01
   25   29     0     0  con    0  1.0D+00  1.0D-01  1.094D-02  4.946D-01
   26   30     0     0  con    0  1.0D+00  6.6D-02  2.084D-02  4.946D-01
   27   31     0     0  con    0  1.0D+00  1.8D-01  2.311D-02  4.945D-01
   28   33     0     0  con    1  4.5D-01  1.2D-01  2.714D-02  4.944D-01
   29   34     0     0  con    0  1.0D+00  1.6D-01  5.069D-02  4.944D-01
   30   35     0     0  con    0  1.0D+00  2.6D-02  4.056D-03  4.943D-01
   31   36     0     0  con    0  1.0D+00  7.3D-02  3.861D-03  4.943D-01
   32   37     0     0  con    0  1.0D+00  3.5D-02  3.010D-03  4.943D-01
   33   38     0     0  con    0  1.0D+00  2.3D-02  6.900D-04  4.943D-01
   34   39     0     0  con    0  1.0D+00  1.1D-02  8.671D-05  4.943D-01
   35   40     0     0  con    0  1.0D+00  1.1D-03  2.444D-05  4.943D-01
   36   41     0     0  con    0  1.0D+00  1.3D-04  2.003D-05  4.943D-01
   37   42     0     0  con    0  1.0D+00  2.8D-04  4.751D-05  4.943D-01
   38   43     0     0  con    0  1.0D+00  5.0D-04  9.432D-05  4.943D-01
   39   44     0     0  con    0  1.0D+00  2.4D-04  1.664D-04  4.943D-01
   40   45     0     0  con    0  1.0D+00  9.8D-04  3.294D-04  4.943D-01
   41   46     0     0  con    0  1.0D+00  1.6D-03  4.986D-04  4.943D-01
   42   47     0     0  con    0  1.0D+00  4.9D-03  8.329D-04  4.943D-01
   43   48     0     0  con    0  1.0D+00  1.2D-02  1.119D-03  4.943D-01
   44   49     0     0  con    0  1.0D+00  3.7D-02  4.656D-03  4.943D-01
   45   50     0     0  con    0  1.0D+00  2.3D-02  3.113D-03  4.943D-01
   46   51     0     0  con    0  1.0D+00  7.8D-02  4.804D-03  4.943D-01
   47   52     0     0  con    0  1.0D+00  2.4D-01  1.092D-02  4.943D-01
   48   53     0     0  con    0  1.0D+00  4.3D-01  1.391D-02  4.943D-01
   49   54     0     0  con    0  1.0D+00  4.9D-01  1.008D-02  4.943D-01
   50   55     0     0  con    0  1.0D+00  1.8D-01  2.112D-03  4.943D-01
   51   56     0     0  con    0  1.0D+00  1.4D-02  9.319D-04  4.943D-01
   52   57     0     0  con    0  1.0D+00  2.8D-02  1.530D-03  4.943D-01
   53   58     0     0  con    0  1.0D+00  3.5D-03  9.279D-04  4.943D-01
   54   59     0     0  con    0  1.0D+00  7.5D-03  6.670D-04  4.943D-01
   55   60     0     0  con    0  1.0D+00  2.7D-03  4.723D-04  4.943D-01
   56   61     0     0  con    0  1.0D+00  7.3D-03  2.112D-04  4.943D-01
   57   62     0     0  con    0  1.0D+00  7.8D-03  3.719D-04  4.943D-01
   58   63     0     0  con    0  1.0D+00  4.2D-02  7.359D-04  4.943D-01
   59   64     0     0  con    0  1.0D+00  2.1D-02  4.246D-04  4.943D-01
   60   65     0     0  con    0  1.0D+00  1.0D-02  1.540D-04  4.943D-01
   61   66     0     0  con    0  1.0D+00  3.4D-03  1.398D-05  4.943D-01
   62   67     0     0  con    0  1.0D+00  4.0D-03  2.018D-05  4.943D-01
   63   69     0     0  con    1  2.3D-01  7.2D-05  2.057D-05  4.943D-01
   64   70     0     0  con    0  1.0D+00  6.0D-04  3.042D-06  4.943D-01
   65   72     0     0  con    1  3.8D-01  1.6D-04  4.896D-06  4.943D-01
   66   86     0     0  con   13  3.3D-09  9.4D-13  4.824D-06  4.943D-01

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Warning:  more than 10 function and gradient
   evaluations in the last line search.  Termination
   may possibly be caused by a bad search direction.

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -           NaN        NaN
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            8     M =           12

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.460D-02  1.052D+00
    1    4     1     0  ---    2  5.1D-02  9.6D-04  9.484D-03  1.052D+00
    2    5     0     0  con    0  1.0D+00  5.4D-04  8.673D-03  1.052D+00
    3    6     0     0  con    0  1.0D+00  5.5D-03  4.525D-04  1.052D+00
    4    7     0     0  con    0  1.0D+00  1.9D-04  4.558D-04  1.052D+00
    5    8     0     0  con    0  1.0D+00  3.3D-03  1.278D-03  1.052D+00
